"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2391048";"";"0";"375.40";"0";"3.95";"1c";"Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1";"IC50";"'='";"71400.0";"nM";"4.15";"";"";"UO_0000065";"11.05";"0.22";"0.20";"7.39";"False";"CHEMBL2395753";"Inhibition of platelet COX1 in human whole blood assessed as inhibition of serum TXB2 production after 1 hr by radioimmunoassay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390933";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL1082723";"CIPARGAMIN";"2";"390.25";"0";"4.34";"NITD609";"C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1247743";"Binding affinity to human recombinant COX1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240532";"1";"Scientific Literature";"Science";"2010";"None";""
"CHEMBL521";"IBUPROFEN";"4";"206.28";"0";"3.07";"ibuprofen";"CC(C)Cc1ccc(C(C)C(=O)O)cc1";"IC50";"'='";"1860.0";"nM";"5.73";"";"";"UO_0000065";"27.78";"0.52";"2.66";"15.36";"False";"CHEMBL2383402";"Inhibition of COX-1 in human washed platelet assessed as inhibition of 10 uM arachidonic acid-induced TXB2 formation incubated for 25 mins prior to arachidonic acid challenge measured after 30 mins by radioimmunoassay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380195";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL852";"MELPHALAN";"4";"305.21";"0";"1.93";"MELPHALAN";"N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
"CHEMBL489093";"";"0";"294.27";"0";"4.68";"2M13";"C/C(=C\c1ccc(C(F)(F)F)cc1)c1cc(O)cc(O)c1";"IC50";"'='";"10900.0";"nM";"4.96";"";"";"UO_0000065";"16.86";"0.32";"0.28";"12.27";"False";"CHEMBL941536";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL444396";"";"0";"343.34";"0";"2.77";"6";"CC(C(=O)OCCO[N+](=O)[O-])c1cccc(C(=O)c2ccccc2)c1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"18.49";"0.35";"3.58";"6.63";"False";"CHEMBL997884";"Inhibition of COX1 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156585";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL51860";"";"0";"389.42";"0";"4.26";"21g";"COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C";"IC50";"'='";"10900.0";"nM";"4.96";"";"";"UO_0000065";"12.74";"0.25";"0.70";"7.15";"False";"CHEMBL768749";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None";""
"CHEMBL517484";"ENGELETIN";"0";"420.41";"1";"0.69";"engeletin";"C[C@@H]1O[C@@H](O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'>'";"100.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1020815";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159315";"1";"Scientific Literature";"J. Nat. Prod.";"2002";"None";""
"CHEMBL261266";"";"0";"280.25";"0";"3.54";"9g";"Nc1ccccc1NC(=O)c1cccc(C(F)(F)F)c1";"IC50";"'='";"72000.0";"nM";"4.14";"";"";"UO_0000065";"14.78";"0.28";"0.60";"7.52";"False";"CHEMBL936640";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144769";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL406515";"";"0";"280.25";"0";"3.54";"11n";"Nc1cccc(C(=O)Nc2ccc(C(F)(F)F)cc2)c1";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"16.85";"0.32";"1.18";"8.57";"False";"CHEMBL936640";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144769";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL1814724";"";"0";"362.38";"0";"4.59";"28";"CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(F)cc1.[Na+]";"IC50";"'='";"174000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1816060";"Inhibition of human whole blood COX-1 assessed as production of TXB2 after 24 hrs by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811892";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL474127";"";"0";"242.27";"0";"3.36";"1M2";"C/C(=C\c1cc(O)cc(O)c1)c1ccc(O)cc1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"23.62";"0.43";"2.36";"9.43";"False";"CHEMBL941536";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL489489";"";"0";"269.34";"0";"3.72";"2M16";"C/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1";"IC50";"'='";"10700.0";"nM";"4.97";"";"";"UO_0000065";"18.45";"0.34";"1.25";"11.37";"False";"CHEMBL941536";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL539663";"";"0";"373.40";"0";"3.78";"25, GW-637185X";"CCC(C)Nc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1";"IC50";"'>'";"66200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1059942";"Inhibition of human COX1 expressed in african green monkey COS cells assessed as inhibition of arachidonic acid-stimulated PGE2 treated 1 hr before arachidonic acid challenge by enzyme immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153635";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL400428";"";"0";"482.36";"1";"6.24";"20";"COc1cc2c(CC(=O)OCc3ccccc3)c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL901401";"Inhibition of COX1 in human whole blood assessed as effect on A23187-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL126979";"";"0";"392.84";"0";"4.48";"11";"Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL772918";"Inhibition concentration against cyclooxygenase-1 (COX-1) in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149180";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL2262934";"";"0";"302.37";"0";"4.96";"CDB";"Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"15.77";"0.28";"-0.19";"12.79";"False";"CHEMBL3059474";"Inhibition of COX-1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3044614";"1";"Scientific Literature";"Med Chem Res";"2007";"None";""
"CHEMBL462911";"";"0";"338.56";"1";"6.51";"3";"CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O";"IC50";"'='";"3640.0";"nM";"5.44";"";"";"UO_0000065";"16.06";"0.35";"-1.07";"26.89";"False";"CHEMBL1010180";"Inhibition of human platelet COX1 assessed as effect on prostaglandin E2 production by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154518";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL6";"INDOMETHACIN";"4";"357.79";"0";"3.93";"Indomethacin";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"16.55";"0.32";"1.99";"8.64";"False";"CHEMBL3295151";"Inhibition of COX1-mediated PGF2alpha formation in LPS-stimulated human monocytes preincubated for 15 mins before arachidonic acid substrate addition measured after 30 mins by UPLC-MS/MS analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286393";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL282242";"";"0";"392.27";"0";"3.52";"19";"CS(=O)(=O)c1ccc(C2=C(c3cc(Br)ccn3)C(=O)CC2)cc1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"12.10";"0.28";"1.22";"7.40";"False";"CHEMBL769638";"In vitro potency against human Prostaglandin G/H synthase 1 in U937 microsomes. ";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132626";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL7162";"NS-398";"0";"314.36";"0";"2.68";"NS-398";"CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL664167";"In vitro inhibitory activity against constitutive form of human recombinant cyclooxygenase (COX-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151046";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";"None";""
"CHEMBL157358";"";"0";"423.44";"0";"4.55";"25";"CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3nc(C(F)(F)F)nn23)cc1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"11.92";"0.25";"0.50";"7.84";"False";"CHEMBL767824";"Tested in vitro for the ability to inhibit Prostaglandin G/H synthase 1 in chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129864";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"CHEMBL3308072";""
"CHEMBL14420";"";"0";"322.88";"1";"5.24";"44";"CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"18.58";"0.37";"0.76";"22.81";"False";"CHEMBL767827";"Concentration (in uM) to inhibit 50% of Prostaglandin G/H synthase 1 (COX-1) and is expressed in IC50.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131314";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL491081";"";"0";"286.33";"0";"3.68";"2M7";"COc1ccc(/C=C(\C)c2cc(O)cc(O)c2)cc1OC";"IC50";"'='";"10600.0";"nM";"4.97";"";"";"UO_0000065";"17.37";"0.32";"1.29";"8.44";"False";"CHEMBL941536";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140997";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL311498";"CIANIDANOL";"4";"290.27";"0";"1.55";"(+)-catechin";"Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2";"IC50";"'='";"36700.0";"nM";"4.43";"";"";"UO_0000065";"15.28";"0.29";"2.89";"4.02";"False";"CHEMBL1020815";"Inhibition of COX1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159315";"1";"Scientific Literature";"J. Nat. Prod.";"2002";"None";""
"CHEMBL1544";"LIOTHYRONINE";"4";"650.98";"1";"3.95";"3,3',5-TRIIODO-L-THYRONINE";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
"CHEMBL282575";"ESTRADIOL BENZOATE";"4";"376.50";"1";"5.12";"BETA-ESTRADIOL 3-BENZOATE";"C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
"CHEMBL1065";"METHYSERGIDE";"0";"353.47";"0";"1.94";"METHYSERGIDE";"CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
"CHEMBL572";"NITROFURANTOIN";"4";"238.16";"0";"0.07";"NITROFURANTOIN";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
"CHEMBL403";"SULBACTAM";"4";"233.25";"0";"-0.79";"SULBACTAM";"CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909130";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Platelet";"None";"";"";"";"CHEMBL221";"Cyclooxygenase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833781";""
