"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL98303";"";"0";"403.42";"0";"2.76";"8r";"O=C(Cc1ccccc1)N1CCc2nc(O)n3nc(-c4ccccc4F)nc3c2C1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"16.99";"0.31";"4.09";"8.20";"False";"CHEMBL653048";"Displacement of [3H]flunitrazepam (FNZ) from GABA-A benzodiazepine receptor in rat forebrain";"B";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1125833";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL426934";"";"0";"325.84";"0";"3.31";"4a";"CN1CCN2c3ccc(Cl)cc3C(c3ccccc3)=NCC2C1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"15.49";"0.30";"1.74";"26.78";"False";"CHEMBL669630";"Displacement of [3H]diazepam from GABA-A receptor in rat synaptosomal membranes";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"None";"None";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1121601";"1";"Scientific Literature";"J. Med. Chem.";"1980";"None";""
"CHEMBL266094";"9-BENZYL-9H-ADENINE";"0";"225.25";"0";"1.46";"13";"Nc1ncnc2c1ncn2Cc1ccccc1";"IC50";"'='";"37000.0";"nM";"4.43";"";"";"UO_0000065";"19.68";"0.36";"2.97";"6.37";"False";"CHEMBL652363";"Concentration that inhibits binding of 1.5 nM [3H]diazepam to rat brain benzodiazepine receptor";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1124455";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL3138386";"";"0";"403.61";"0";"3.91";"6";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@@H](N5CCOCC5)C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"'='";"341.0";"nM";"6.47";"";"";"UO_0000065";"16.02";"0.30";"2.56";"12.99";"False";"CHEMBL682136";"The concentration required to inhibit 50% of binding of [35S]TBPS to Gamma-aminobutyric acid A receptor to rat whole brain membranes.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Brain membranes";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1130383";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL351355";"";"0";"129.16";"0";"0.07";"1a";"O=C(O)CC1CCNC1";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"50.18";"0.98";"6.41";"13.14";"False";"CHEMBL682049";"Displacement of [3H]- muscimol from GABA-A receptor from rat cerebellum membrane at 0.24-0.45 uM";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1122999";"1";"Scientific Literature";"J. Med. Chem.";"1985";"None";""
"CHEMBL3138185";"";"0";"461.64";"0";"3.45";"35";"CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@@H](N5CCOCC5)C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"14.23";"0.27";"3.12";"8.63";"False";"CHEMBL682136";"The concentration required to inhibit 50% of binding of [35S]TBPS to Gamma-aminobutyric acid A receptor to rat whole brain membranes.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Brain membranes";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1130383";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL541273";"";"0";"255.75";"0";"1.69";"3";"Cl.NCC1(CC(=O)O)CCCc2ccccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL685961";"Inhibition of [3H]GABA binding to gamma-aminobutyric-acid A (GABA-A) receptor";"B";"BAO_0000223";"protein complex format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1125828";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL452";"CLONAZEPAM";"4";"315.72";"0";"3.04";"Clonazepam";"O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"27.78";"0.54";"5.73";"10.37";"True";"CHEMBL650869";"Displacement of [3H]diazepam from rat brain GABA-A benzodiazepine receptor";"B";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1123786";"1";"Scientific Literature";"J. Med. Chem.";"1987";"None";""
"CHEMBL13095";"RO-054520";"0";"268.29";"0";"2.64";"132";"CN1C(=O)CN=C(c2ccccc2F)c2ccccc21";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"28.40";"0.52";"4.98";"23.32";"False";"CHEMBL650878";"Inhibition of [3H]diazepam binding to GABA-A benzodiazepine receptor of rat brain";"B";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1124015";"1";"Scientific Literature";"J. Med. Chem.";"1988";"None";""
"CHEMBL1790245";"";"0";"459.67";"0";"4.25";"14";"CCC[C@H]1CN([C@H]2C[C@@]3(C)[C@@H](CC[C@H]4[C@@H]5CC[C@H](C(C)=O)[C@@]5(C)CC(=O)[C@@H]43)C[C@@H]2O)CCO1";"IC50";"'='";"948.0";"nM";"6.02";"";"";"UO_0000065";"13.10";"0.25";"1.77";"9.01";"False";"CHEMBL682136";"The concentration required to inhibit 50% of binding of [35S]TBPS to Gamma-aminobutyric acid A receptor to rat whole brain membranes.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Brain membranes";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1130383";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL316790";"";"0";"372.81";"0";"2.43";"124";"CCOC(=O)CNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"13.52";"0.26";"2.61";"5.85";"False";"CHEMBL652208";"Displacement of [3H]-diazepam from GABA-A benzodiazepine receptor of rat cerebral cortex membrane";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1125815";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL103922";"";"0";"382.85";"0";"1.95";"125";"O=C([O-])CNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21.[K+]";"IC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"14.93";"0.29";"3.20";"5.30";"False";"CHEMBL652208";"Displacement of [3H]-diazepam from GABA-A benzodiazepine receptor of rat cerebral cortex membrane";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1125815";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL169604";"";"0";"307.72";"0";"2.20";"7e";"N#Cc1c(O)ncc2c1Nc1ccc(Cl)cc1S2(=O)=O";"IC50";"'='";"634.0";"nM";"6.20";"";"";"UO_0000065";"20.14";"0.42";"4.00";"6.01";"False";"CHEMBL650179";"Inhibition of binding of tritiated 3[H]diazepam radioligand to rat brain homogenates";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1122231";"1";"Scientific Literature";"J. Med. Chem.";"1983";"None";""
"CHEMBL20042";"CGS-9896";"0";"295.73";"0";"3.42";"11";"O=C1C2C=Nc3ccccc3C2=NN1c1ccc(Cl)cc1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"31.18";"0.60";"5.80";"20.48";"True";"CHEMBL652368";"Concentration to inhibit [3H]flunitrazepam binding to rat cerebral cortical membrane";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1125292";"1";"Scientific Literature";"J. Med. Chem.";"1992";"None";""
"CHEMBL155571";"";"0";"240.27";"0";"2.11";"35";"COc1cccc(-c2ccc3nnc(C)n3n2)c1";"IC50";"'='";"309.0";"nM";"6.51";"";"";"UO_0000065";"27.09";"0.49";"4.40";"12.45";"False";"CHEMBL652557";"In vitro for inhibition of [3H]diazepam towards Benzodiazepine receptor from rat";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1121835";"1";"Scientific Literature";"J. Med. Chem.";"1981";"None";""
"CHEMBL16175";"";"0";"253.33";"0";"1.28";"9";"CC1=NS(=O)(=O)c2ccc(CN(C)C)cc2N1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL857372";"Inhibition of 2 nM [3H]muscimol binding to Gamma-aminobutyric acid (GABA-A) receptor in rat brain crude synaptic membranes";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"CHEMBL3638188";"Brain";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1121999";"1";"Scientific Literature";"J. Med. Chem.";"1982";"None";""
"CHEMBL369753";"";"0";"466.41";"1";"6.68";"10";"CCCCN(Cc1ccccc1)C(=O)Cc1c(-c2ccccc2)nc2c(Cl)cc(Cl)cn12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"10.72";"0.21";"-1.68";"13.29";"False";"CHEMBL829158";"Inhibitory concentration of central benzodiazepine GABA-A receptor of rat cerebral cortex";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1139492";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL13213";"";"0";"142.16";"0";"-0.97";"4";"O=C1NOC2CNCCC12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL681302";"Displacement of [3H]- muscimol in cerebral tissue of male rats";"B";"BAO_0000223";"protein complex format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1122920";"1";"Scientific Literature";"J. Med. Chem.";"1985";"None";""
"CHEMBL3137991";"";"0";"372.59";"1";"5.93";"13";"C=CCC[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1";"IC50";"'='";"325.0";"nM";"6.49";"";"";"UO_0000065";"17.41";"0.33";"0.56";"17.39";"False";"CHEMBL680071";"Ability to allosterically modulate the binding of [35S]TBPS to gamma-aminobutyric-acid A receptor in rat brain cortical P2 membranes.";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"CHEMBL3638188";"Brain";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1130321";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL211898";"";"0";"250.38";"0";"3.18";"16a";"C[C@]12CC[C@@H]3C[C@H](CCO)CC[C@H]3[C@@H]1CCC2=O";"IC50";"'='";"4170.0";"nM";"5.38";"";"";"UO_0000065";"21.49";"0.41";"2.20";"14.42";"False";"CHEMBL867915";"Displacement of [35S]TBPS from GABA-A receptor in rat brain membrane";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1137418";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL338634";"";"0";"365.48";"0";"4.20";"23";"CCCN(CCC)C(=O)Cc1c(-c2ccccc2)nc2c(OC)cccn12";"IC50";"'='";"5370.32";"nM";"5.27";"";"";"UO_0000065";"14.42";"0.27";"1.07";"11.25";"False";"CHEMBL651180";"Affinity benzodiazepine receptor as ability to displace [3H]flunitrazepam from binding to membrane preparations from rat cerebral cortex.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1132659";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL112489";"";"0";"349.35";"0";"3.05";"2a";"O=C(Nc1ccc(C(=O)O)cc1)C1=C(O)CCn2c1nc1ccccc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL681238";"Binding affinity against the BZD site of the Gamma-aminobutyric acid A receptor in rat cerebral cortex using radioligand ([3H]flunitrazepam) assay in the presence of Gamma-aminobutyric acid";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1149939";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None";""
"CHEMBL307783";"";"0";"268.32";"0";"3.62";"20 (table-3)";"CC(C)(C)OC(=O)c1cc2c3ccccc3nc-2c[nH]1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"29.82";"0.55";"4.38";"14.55";"True";"CHEMBL858255";"Binding affinity towards benzodiazepine receptor inverse agonist site by the displacement of [3H]diazepam in rat cerebral cortical membranes.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1126835";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
"CHEMBL299060";"";"0";"271.32";"0";"4.36";"15 (table 2)";"Cn1c2ccccc2c2c3[nH]c4ccccc4c3ncc21";"IC50";"'='";"1164.13";"nM";"5.93";"";"";"UO_0000065";"21.87";"0.39";"1.57";"17.66";"False";"CHEMBL651677";"Binding affinity for rat benzodiazepine receptor inverse agonist site";"B";"BAO_0000223";"protein complex format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1129323";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None";""
"CHEMBL11709";"";"0";"240.26";"0";"2.84";"2 (table 2)";"CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"34.55";"0.63";"5.46";"15.10";"False";"CHEMBL651677";"Binding affinity for rat benzodiazepine receptor inverse agonist site";"B";"BAO_0000223";"protein complex format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1129323";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None";""
"CHEMBL20489";"";"0";"131.14";"0";"-1.06";"b";"N=C(N)NCCC(=O)O";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"43.81";"0.87";"6.80";"5.79";"False";"CHEMBL686133";"Inhibition of [3H]GABA binding to Gamma-aminobutyric acid A (GABA-A) receptor of rat brain membranes";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1123577";"1";"Scientific Literature";"J. Med. Chem.";"1987";"None";""
"CHEMBL290298";"";"0";"339.33";"0";"3.19";"19";"O=C(Nc1ccccc1F)C1=C(O)CCn2c1nc1c(O)cccc12";"IC50";"'='";"10.4";"nM";"7.98";"";"";"UO_0000065";"23.53";"0.44";"4.79";"9.14";"False";"CHEMBL685962";"In vitro inhibitory against Gamma-aminobutyric acid A receptor from rat cerebral cortex using [3H]flunitrazepam as the radioligand";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1131732";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"None";""
"CHEMBL453066";"BETA-CCM";"0";"226.24";"0";"2.50";"1 (table-3)";"COC(=O)c1cc2c(cn1)[nH]c1ccccc12";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"36.69";"0.67";"5.80";"15.10";"True";"CHEMBL858255";"Binding affinity towards benzodiazepine receptor inverse agonist site by the displacement of [3H]diazepam in rat cerebral cortical membranes.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Membrane";"";"";"";"CHEMBL1907607";"GABA-A receptor; anion channel";"Rattus norvegicus";"PROTEIN COMPLEX GROUP";"CHEMBL1126835";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
